gene,ensg,condition,top_disease,overall_status,kd_ok,ontarget_significant,effect_size,n_downstream,program_contrast,program_adj_p,n_program_contrasts_sig,disease_OR,disease_FDR,n_disease_clusters,effect_term,program_term,disease_term,novelty_bonus,chain_score,effect_status,program_status,disease_status
SHC4,ENSG00000185634,Stim48hr,type 1 diabetes mellitus,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-7.7046,0.0,Th2_vs_Th1 (Ota 2021),0.4299,0,3.4347,0.0277,1,2.1639,0.3666,2.5589,0.3,6.6163,supported,refuted,supported
IL3,ENSG00000164399,Stim48hr,atopic eczema,"partial chain - effect:supported, program:untested, disease:supported",1,True,-4.3497,18.0,,,0,4.5639,0.0038,1,1.677,0.0,3.4004,0.3,6.6006,supported,untested,supported
ZBTB21,ENSG00000173276,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-12.9382,40.0,Th2_vs_Th1 (Ota 2021),0.0745,0,2.2219,0.005,3,2.5649,1.1278,2.3023,0.1,6.5946,supported,refuted,supported
CHD3,ENSG00000170004,Rest,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-13.7136,0.0,Th2_vs_Th1 (Ota 2021),0.4449,0,2.0975,0.0068,1,2.5649,0.3517,2.1524,0.3,6.5898,supported,refuted,supported
CD83,ENSG00000112149,Stim8hr,rheumatoid arthritis,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-16.4227,0.0,Th2_vs_Th1 (Ota 2021),0.3807,0,3.0478,0.0018,3,2.5649,0.4194,2.9801,0.1,6.5609,supported,refuted,supported
SLC12A7,ENSG00000113504,Stim48hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-8.9767,0.0,Th2_vs_Th1 (Ota 2021),0.6813,0,2.3196,0.002,1,2.3003,0.1667,2.5634,0.3,6.5394,supported,refuted,supported
COPRS,ENSG00000172301,Stim8hr,type 1 diabetes mellitus,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-31.5161,181.0,Th2_vs_Th1 (Ota 2021),0.5255,0,2.7316,0.0352,1,2.5649,0.2794,2.1765,0.3,6.5271,supported,refuted,supported
USP12,ENSG00000152484,Stim8hr,Crohn's disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-20.0557,0.0,Th2_vs_Th1 (Ota 2021),0.784,0,2.9314,0.0255,1,2.5649,0.1057,2.3483,0.3,6.5246,supported,refuted,supported
P4HA2,ENSG00000072682,Stim48hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-11.4314,0.0,Th2_vs_Th1 (Ota 2021),0.261,0,2.3196,0.002,2,2.5202,0.5834,2.5634,0.15,6.517,supported,refuted,supported
CD6,ENSG00000013725,Stim48hr,Crohn's disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-17.6541,0.0,Th2_vs_Th1 (Ota 2021),0.6965,0,3.956,0.0006502,9,2.5649,0.1571,3.5775,0.0333,6.5095,supported,refuted,supported
BATF3,ENSG00000123685,Stim48hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-11.5167,3.0,Th2_vs_Th1 (Ota 2021),0.0892,0,2.3196,0.002,5,2.5271,1.0496,2.5634,0.06,6.5085,supported,refuted,supported
STING1,ENSG00000184584,Stim8hr,autoimmune disease,"partial chain - effect:supported, program:untested, disease:supported",1,True,-18.4715,0.0,,,0,2.5487,0.0003376,2,2.5649,0.0,3.0856,0.15,6.4981,supported,untested,supported
MICOS10,ENSG00000173436,Stim8hr,autoimmune disease,"partial chain - effect:supported, program:untested, disease:supported",1,True,-14.2782,10.0,,,0,2.5487,0.0003376,2,2.5649,0.0,3.0856,0.15,6.4981,supported,untested,supported
ZC3H12D,ENSG00000178199,Stim8hr,asthma,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-12.2563,12.0,Th2_vs_Th1 (Ota 2021),0.8217,0,3.0645,0.0018,2,2.5649,0.0853,2.988,0.15,6.484,supported,refuted,supported
TSPAN18,ENSG00000157570,Rest,inflammatory bowel disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-7.7421,3.0,Th2_vs_Th1 (Ota 2021),0.3458,0,2.9079,0.0012,2,2.1682,0.4612,3.0004,0.15,6.4742,supported,refuted,supported
TET2,ENSG00000168769,Stim8hr,asthma,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-17.6071,57.0,Th2_vs_Th1 (Ota 2021),0.3549,0,3.0645,0.0018,4,2.5649,0.4499,2.988,0.075,6.4531,supported,refuted,supported
PDE7A,ENSG00000205268,Rest,rheumatoid arthritis,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-10.2332,0.0,Th2_vs_Th1 (Ota 2021),0.3385,0,2.9229,0.0045,2,2.4189,0.4704,2.7208,0.15,6.4516,supported,refuted,supported
SLC44A2,ENSG00000129353,Stim48hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-20.1865,20.0,Th2_vs_Th1 (Ota 2021),0.3791,0,2.3196,0.002,2,2.5649,0.4212,2.5634,0.15,6.382,supported,refuted,supported
CALHM6,ENSG00000188820,Stim48hr,autoimmune disease,"partial chain - effect:supported, program:untested, disease:supported",1,True,-10.6089,20.0,,,0,2.2157,0.0025,1,2.4518,0.0,2.4488,0.3,6.3707,supported,untested,supported
TET2,ENSG00000168769,Stim48hr,multiple sclerosis,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-16.6787,55.0,Th2_vs_Th1 (Ota 2021),0.3549,0,3.8202,0.0077,5,2.5649,0.4499,2.9904,0.06,6.3656,supported,refuted,supported
PRDX6,ENSG00000117592,Rest,systemic lupus erythematosus,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-16.7057,1.0,Th2_vs_Th1 (Ota 2021),0.1424,0,2.5817,0.034,2,2.5649,0.8465,2.1026,0.15,6.3411,supported,refuted,supported
PDIA3,ENSG00000167004,Stim48hr,celiac disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-22.2943,24.0,Th2_vs_Th1 (Ota 2021),0.5553,0,4.1274,0.0171,3,2.5649,0.2555,2.9287,0.1,6.3241,supported,refuted,supported
ADAT2,ENSG00000189007,Stim8hr,rheumatoid arthritis,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-14.0489,527.0,Th2_vs_Th1 (Ota 2021),0.1607,0,2.6365,0.0057,4,2.5649,0.794,2.5207,0.075,6.3206,flagged,refuted,supported
PSAT1,ENSG00000135069,Stim48hr,inflammatory bowel disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-12.6867,3.0,Th2_vs_Th1 (Ota 2021),0.354,0,2.9917,0.0008715,10,2.5649,0.451,3.1108,0.03,6.3106,supported,refuted,supported
IL22,ENSG00000127318,Stim8hr,atopic eczema,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-4.9143,0.0,Th2_vs_Th1 (Ota 2021),0.3421,0,3.4304,0.0224,1,1.7774,0.4658,2.6033,0.3,6.3004,supported,refuted,supported
TNFSF14,ENSG00000125735,Stim8hr,multiple sclerosis,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-21.8748,3.0,Th2_vs_Th1 (Hollbacker 2021),0.8354,0,2.8606,0.0438,1,2.5649,0.0781,2.1956,0.3,6.2902,supported,refuted,supported
GNB2,ENSG00000172354,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-19.2322,0.0,Th2_vs_Th1 (Ota 2021),0.3696,0,2.2219,0.0025,2,2.5649,0.4323,2.4528,0.15,6.2675,supported,refuted,supported
TSPAN3,ENSG00000140391,Stim48hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-11.3818,0.0,Th2_vs_Th1 (Ota 2021),0.2522,0,2.3196,0.002,3,2.5162,0.5983,2.5634,0.1,6.2456,supported,refuted,supported
PATJ,ENSG00000132849,Stim8hr,ankylosing spondylitis,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-5.2812,23.0,Th2_vs_Th1 (Ota 2021),0.2296,0,3.6295,0.0066,2,1.8376,0.639,2.95,0.15,6.2406,supported,refuted,supported
SAT1,ENSG00000130066,Stim48hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-13.8449,1.0,Th2_vs_Th1 (Hollbacker 2021),0.4059,0,2.2157,0.0025,2,2.5649,0.3916,2.4488,0.15,6.2161,supported,refuted,supported
RNF145,ENSG00000145860,Rest,inflammatory bowel disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-14.5353,2.0,Th2_vs_Th1 (Ota 2021),0.8773,0,2.9079,0.0012,3,2.5649,0.0569,3.0004,0.1,6.1844,supported,refuted,supported
PSAT1,ENSG00000135069,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-10.4731,1.0,Th2_vs_Th1 (Ota 2021),0.354,0,1.9783,0.0184,1,2.44,0.451,1.8519,0.3,6.1657,supported,refuted,supported
CYRIB,ENSG00000153310,Stim48hr,rheumatoid arthritis,"partial chain - effect:supported, program:untested, disease:supported",1,True,-15.4749,0.0,,,0,2.8071,0.0025,2,2.5649,0.0,2.7901,0.15,6.1583,supported,untested,supported
ITM2A,ENSG00000078596,Rest,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-21.0198,16.0,Th2_vs_Th1 (Hollbacker 2021),0.9813,0,2.0975,0.0068,1,2.5649,0.0082,2.1524,0.3,6.1432,supported,refuted,supported
REL,ENSG00000162924,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-11.3275,79.0,Th2_vs_Th1 (Ota 2021),0.37,0,2.5487,0.0003376,17,2.5118,0.4318,3.0856,0.0176,6.1356,supported,refuted,supported
SMURF1,ENSG00000198742,Stim48hr,ankylosing spondylitis,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-8.5512,0.0,Th2_vs_Th1 (Ota 2021),0.4571,0,3.3994,0.0115,2,2.2567,0.34,2.7349,0.15,6.1313,supported,refuted,supported
ARHGAP45,ENSG00000180448,Stim8hr,inflammatory bowel disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-7.6863,49.0,Th2_vs_Th1 (Ota 2021),0.6285,0,2.6869,0.0141,1,2.1617,0.2017,2.3513,0.3,6.1292,supported,refuted,supported
ERN1,ENSG00000178607,Stim8hr,ankylosing spondylitis,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-9.1144,116.0,Th2_vs_Th1 (Hollbacker 2021),0.8619,0,3.6295,0.0066,2,2.314,0.0645,2.95,0.15,6.1278,supported,refuted,supported
USP12,ENSG00000152484,Stim48hr,ulcerative colitis,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-17.5907,4.0,Th2_vs_Th1 (Ota 2021),0.784,0,3.2147,0.0117,2,2.5649,0.1057,2.6506,0.15,6.1194,supported,refuted,supported
CD69,ENSG00000110848,Stim48hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-13.1097,4.0,Th2_vs_Th1 (Ota 2021),0.1006,0,1.9239,0.0239,2,2.5649,0.9974,1.7548,0.15,6.1148,supported,refuted,supported
CCR6,ENSG00000112486,Stim48hr,inflammatory bowel disease,consistent with a validated gene -> program -> disease chain re-derived from the tables (with caveats),1,False,-0.5584,153.0,Th2_vs_Th1 (Ota 2021),0.0036,1,2.2364,0.0496,1,0.4437,2.4437,1.8134,0.3,6.111,flagged,supported,supported
CD69,ENSG00000110848,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-14.8324,15.0,Th2_vs_Th1 (Ota 2021),0.1006,0,2.2219,0.005,8,2.5649,0.9974,2.3023,0.0375,6.0846,supported,refuted,supported
ATP5MG,ENSG00000167283,Rest,rheumatoid arthritis,"partial chain - effect:supported, program:untested, disease:supported",1,True,-32.9465,21.0,,,0,2.9229,0.0045,2,2.5649,0.0,2.7208,0.15,6.0786,supported,untested,supported
CTSH,ENSG00000103811,Stim48hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-8.0648,0.0,Th2_vs_Th1 (Ota 2021),0.1998,0,1.9239,0.0239,1,2.2044,0.6994,1.7548,0.3,6.0562,supported,refuted,supported
KIF2A,ENSG00000068796,Stim48hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-32.113,3.0,Th2_vs_Th1 (Ota 2021),0.1854,0,2.018,0.0124,2,2.5649,0.7319,1.9662,0.15,6.0525,supported,refuted,supported
SAT1,ENSG00000130066,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-10.1296,1.0,Th2_vs_Th1 (Hollbacker 2021),0.4059,0,1.9783,0.0184,1,2.4096,0.3916,1.8519,0.3,6.049,supported,refuted,supported
KAT6A,ENSG00000083168,Stim48hr,asthma,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-20.5923,142.0,Th2_vs_Th1 (Ota 2021),0.7947,0,2.3613,0.0318,1,2.5649,0.0998,1.9884,0.3,6.049,supported,refuted,supported
ARPC2,ENSG00000163466,Stim8hr,inflammatory bowel disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-18.0333,1038.0,Th2_vs_Th1 (Ota 2021),0.5745,0,2.8934,0.0048,3,2.5649,0.2407,2.6921,0.1,6.0476,supported,refuted,supported
CTSH,ENSG00000103811,Rest,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-9.6691,0.0,Th2_vs_Th1 (Ota 2021),0.1998,0,2.0975,0.0068,2,2.3674,0.6994,2.1524,0.15,6.002,supported,refuted,supported
ACAP1,ENSG00000072818,Stim8hr,systemic lupus erythematosus,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-15.3569,2.0,Th2_vs_Th1 (Hollbacker 2021),0.8212,0,2.3947,0.0389,1,2.5649,0.0856,1.9649,0.3,6.0,supported,refuted,supported
CA11,ENSG00000063180,Stim8hr,ankylosing spondylitis,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,False,-3.6465,2.0,Th2_vs_Th1 (Ota 2021),0.0682,0,3.6295,0.0066,5,1.5361,1.1662,2.95,0.06,5.9915,refuted,refuted,supported
OAS1,ENSG00000089127,Stim8hr,systemic lupus erythematosus,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-7.0361,2.0,Th2_vs_Th1 (Ota 2021),0.2791,0,2.3947,0.0389,1,2.0839,0.5542,1.9649,0.3,5.984,supported,refuted,supported
IL22,ENSG00000127318,Stim48hr,atopic eczema,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,False,-3.1005,0.0,Th2_vs_Th1 (Ota 2021),0.3421,0,3.4696,0.0142,1,1.4111,0.4658,2.7186,0.3,5.9743,refuted,refuted,supported
WARS1,ENSG00000140105,Stim48hr,asthma,"partial chain - effect:flagged, program:untested, disease:supported",1,True,-15.2552,4.0,,,0,2.3613,0.0265,1,2.5649,0.0,2.028,0.3,5.9708,flagged,untested,supported
AFF1,ENSG00000172493,Stim8hr,atopic eczema,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,False,-1.2749,5.0,Th2_vs_Th1 (Ota 2021),0.3667,0,4.8979,0.0005224,2,0.8219,0.4357,3.9332,0.15,5.9694,refuted,refuted,supported
RMC1,ENSG00000141452,Stim8hr,asthma,"partial chain - effect:supported, program:untested, disease:supported",1,True,-27.8197,1.0,,,0,2.3974,0.0296,1,2.5649,0.0,2.0258,0.3,5.968,supported,untested,supported
ETS1,ENSG00000134954,Stim8hr,systemic lupus erythematosus,effect refuted: knockdown valid by gate but DE_stats shows no on-target effect,1,False,-0.9293,0.0,Th2_vs_Th1 (Ota 2021),0.0377,1,3.7403,0.0025,12,0.6572,1.4237,3.2042,0.125,5.9456,refuted,supported,supported
ZNF704,ENSG00000164684,Stim8hr,rheumatoid arthritis,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-8.1825,1.0,Th2_vs_Th1 (Ota 2021),0.3885,0,2.2506,0.0288,1,2.2173,0.4106,1.9406,0.3,5.9391,supported,refuted,supported
RASSF3,ENSG00000153179,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-5.7741,2.0,Th2_vs_Th1 (Ota 2021),0.449,0,2.2219,0.005,1,1.9131,0.3478,2.3023,0.3,5.9321,supported,refuted,supported
HNRNPAB,ENSG00000197451,Stim8hr,inflammatory bowel disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-40.0042,4.0,Th2_vs_Th1 (Hollbacker 2021),0.3352,0,2.6869,0.0141,3,2.5649,0.4747,2.3513,0.1,5.9301,supported,refuted,supported
AGPAT4,ENSG00000026652,Stim48hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-6.2825,0.0,Th2_vs_Th1 (Ota 2021),0.1902,0,2.2157,0.0025,2,1.9855,0.7208,2.4488,0.15,5.9283,supported,refuted,supported
RYBP,ENSG00000163602,Stim8hr,asthma,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,False,-4.4107,0.0,Th2_vs_Th1 (Ota 2021),0.1518,0,3.0645,0.0018,4,1.6884,0.8187,2.988,0.075,5.9073,refuted,refuted,supported
DDX6,ENSG00000110367,Stim48hr,rheumatoid arthritis,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-15.7647,1154.0,Th2_vs_Th1 (Ota 2021),0.6196,0,2.8071,0.0025,5,2.5649,0.2079,2.7901,0.06,5.8967,supported,refuted,supported
UBL3,ENSG00000122042,Stim8hr,inflammatory bowel disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-12.4264,7.0,Th2_vs_Th1 (Ota 2021),0.7917,0,2.8934,0.0048,3,2.5649,0.1014,2.6921,0.1,5.8944,supported,refuted,supported
STING1,ENSG00000184584,Stim48hr,autoimmune disease,"partial chain - effect:supported, program:untested, disease:supported",1,True,-26.963,2.0,,,0,2.018,0.0124,1,2.5649,0.0,1.9662,0.3,5.8905,supported,untested,supported
PLK2,ENSG00000145632,Stim48hr,atopic eczema,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,False,-3.1436,0.0,Th2_vs_Th1 (Ota 2021),0.2572,0,3.4696,0.0356,1,1.4216,0.5897,2.519,0.3,5.8894,refuted,refuted,supported
ATP2A2,ENSG00000174437,Stim8hr,inflammatory bowel disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-15.6456,3259.0,Th2_vs_Th1 (Hollbacker 2021),0.616,0,2.8934,0.0048,4,2.5649,0.2104,2.6921,0.075,5.8776,supported,refuted,supported
NPEPPS,ENSG00000141279,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-9.7547,4.0,Th2_vs_Th1 (Ota 2021),0.6452,0,2.5487,0.0003376,8,2.3753,0.1903,3.0856,0.0375,5.8631,supported,refuted,supported
OAS1,ENSG00000089127,Stim48hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-11.9254,2.0,Th2_vs_Th1 (Ota 2021),0.2791,0,2.018,0.0124,2,2.5592,0.5542,1.9662,0.15,5.8416,supported,refuted,supported
SP140L,ENSG00000185404,Stim8hr,inflammatory bowel disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-17.0174,2.0,Th2_vs_Th1 (Ota 2021),0.4277,0,2.8934,0.0048,8,2.5649,0.3689,2.6921,0.0375,5.8369,supported,refuted,supported
RASSF3,ENSG00000153179,Rest,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-6.1811,1.0,Th2_vs_Th1 (Ota 2021),0.449,0,2.0975,0.0068,1,1.9715,0.3478,2.1524,0.3,5.8131,supported,refuted,supported
TMEM131L,ENSG00000121210,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-8.2116,203.0,Th2_vs_Th1 (Ota 2021),0.3042,0,2.2219,0.005,2,2.2205,0.5168,2.3023,0.15,5.7956,supported,refuted,supported
TPGS2,ENSG00000134779,Stim8hr,inflammatory bowel disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-18.0111,17.0,Th2_vs_Th1 (Ota 2021),0.9463,0,2.2933,0.0496,1,2.5649,0.024,1.8497,0.3,5.7702,flagged,refuted,supported
PFKFB3,ENSG00000170525,Stim48hr,asthma,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-5.8771,1.0,Th2_vs_Th1 (Hollbacker 2021),0.0919,0,2.3613,0.0265,2,1.9282,1.0367,2.028,0.15,5.7418,supported,refuted,supported
CD6,ENSG00000013725,Rest,rheumatoid arthritis,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-23.2661,4.0,Th2_vs_Th1 (Ota 2021),0.6965,0,2.9229,0.0045,6,2.5649,0.1571,2.7208,0.05,5.715,supported,refuted,supported
METAP2,ENSG00000111142,Stim48hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-11.218,527.0,Th2_vs_Th1 (Ota 2021),0.521,0,1.9239,0.0478,1,2.5029,0.2832,1.6043,0.3,5.7075,supported,refuted,supported
ABTB3,ENSG00000151136,Stim8hr,ankylosing spondylitis,"partial chain - effect:supported, program:untested, disease:supported",1,True,-9.4858,5.0,,,0,3.6295,0.0066,4,2.35,0.0,2.95,0.075,5.6975,supported,untested,supported
CCDC6,ENSG00000108091,Stim48hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-9.3688,144.0,Th2_vs_Th1 (Ota 2021),0.9094,0,2.3196,0.002,2,2.3388,0.0412,2.5634,0.15,5.6849,supported,refuted,supported
ETS1,ENSG00000134954,Rest,rheumatoid arthritis,effect refuted: knockdown valid by gate but DE_stats shows no on-target effect,1,False,-1.2833,5.0,Th2_vs_Th1 (Ota 2021),0.0377,1,2.9229,0.0045,7,0.8256,1.4237,2.7208,0.1429,5.6801,refuted,supported,supported
UBLCP1,ENSG00000164332,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-24.7054,0.0,Th2_vs_Th1 (Hollbacker 2021),0.8835,0,1.926,0.0255,1,2.5649,0.0538,1.7423,0.3,5.6694,supported,refuted,supported
IDUA,ENSG00000127415,Rest,systemic lupus erythematosus,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,False,-3.6326,1.0,Th2_vs_Th1 (Ota 2021),0.0509,0,2.5817,0.034,2,1.5331,1.2933,2.1026,0.15,5.6683,refuted,refuted,supported
PTPRK,ENSG00000152894,Stim48hr,ulcerative colitis,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,False,-3.6134,0.0,Th2_vs_Th1 (Ota 2021),0.1819,0,3.2147,0.0117,2,1.529,0.7402,2.6506,0.15,5.6577,refuted,refuted,supported
SOCS3,ENSG00000184557,Stim48hr,ankylosing spondylitis,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-5.6898,34.0,Th2_vs_Th1 (Ota 2021),0.1812,0,3.3994,0.0115,8,1.9006,0.7418,2.7349,0.0375,5.579,supported,refuted,supported
MFSD6,ENSG00000151690,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-8.8297,29.0,Th2_vs_Th1 (Ota 2021),0.1502,0,1.926,0.0255,2,2.2854,0.8233,1.7423,0.15,5.5787,supported,refuted,supported
MGAT5,ENSG00000152127,Stim48hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-12.8004,0.0,Th2_vs_Th1 (Ota 2021),0.8727,0,2.3196,0.002,4,2.5649,0.0591,2.5634,0.075,5.5765,supported,refuted,supported
MBNL1,ENSG00000152601,Stim48hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,False,-4.0724,0.0,Th2_vs_Th1 (Ota 2021),0.7035,0,2.2157,0.0025,1,1.6238,0.1527,2.4488,0.3,5.4929,refuted,refuted,supported
SOCS3,ENSG00000184557,Stim8hr,asthma,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-6.4408,161.0,Th2_vs_Th1 (Ota 2021),0.1812,0,2.5496,0.0184,3,2.007,0.7418,2.2179,0.1,5.4634,supported,refuted,supported
CD200,ENSG00000091972,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-12.5155,3.0,Th2_vs_Th1 (Ota 2021),0.745,0,2.2219,0.0025,5,2.5649,0.1278,2.4528,0.06,5.4544,supported,refuted,supported
NR4A3,ENSG00000119508,Stim8hr,inflammatory bowel disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-6.2401,31.0,Th2_vs_Th1 (Hollbacker 2021),0.501,0,2.8934,0.0031,4,1.9796,0.3002,2.7871,0.075,5.4469,supported,refuted,supported
HIVEP2,ENSG00000010818,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,False,-4.2426,0.0,Th2_vs_Th1 (Ota 2021),0.1416,0,1.8335,0.0253,1,1.6568,0.8489,1.673,0.3,5.4324,refuted,refuted,supported
RNF145,ENSG00000145860,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-15.5793,68.0,Th2_vs_Th1 (Ota 2021),0.8773,0,2.2219,0.005,3,2.5649,0.0569,2.3023,0.1,5.4165,supported,refuted,supported
CDC42SE2,ENSG00000158985,Stim8hr,inflammatory bowel disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-9.8439,5.0,Th2_vs_Th1 (Ota 2021),0.6756,0,2.6869,0.0141,3,2.3836,0.1703,2.3513,0.1,5.3958,supported,refuted,supported
ARHGAP15,ENSG00000075884,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-22.2256,18.0,Th2_vs_Th1 (Ota 2021),0.2187,0,1.8335,0.0253,3,2.5649,0.6602,1.673,0.1,5.388,supported,refuted,supported
RAPGEF6,ENSG00000158987,Rest,Crohn's disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,False,-3.6031,1.0,Th2_vs_Th1 (Ota 2021),0.9724,0,5.2985,0.0347,2,1.5267,0.0122,3.1354,0.15,5.3754,refuted,refuted,supported
RYBP,ENSG00000163602,Stim48hr,inflammatory bowel disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,False,-2.4543,0.0,Th2_vs_Th1 (Ota 2021),0.1518,0,2.9917,0.0008715,12,1.2396,0.8187,3.1108,0.025,5.2984,refuted,refuted,supported
ACTA2,ENSG00000107796,Stim48hr,Crohn's disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,False,-3.1883,0.0,Th2_vs_Th1 (Ota 2021),0.243,0,3.2947,0.0095,3,1.4323,0.6144,2.7313,0.1,5.2558,refuted,refuted,supported
ZC3H12C,ENSG00000149289,Stim48hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-6.9217,3.0,Th2_vs_Th1 (Ota 2021),0.4348,0,2.3196,0.002,6,2.0696,0.3617,2.5634,0.05,5.2444,supported,refuted,supported
PXYLP1,ENSG00000155893,Stim48hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-8.1099,0.0,Th2_vs_Th1 (Ota 2021),0.8587,0,1.9239,0.0239,1,2.2094,0.0662,1.7548,0.3,5.2395,supported,refuted,supported
